SymbolIndex,SampleIndexAfterDelayRemoval,SampleTime_s,SampledVoltage_V,InstantFastCode_dec,InstantFastVout_V,VectorFastCode_dec,VectorFastVout_V
343,43975,6.134716546875e-09,0.220961205232489,111,0.2203125,111,0.2203125
344,44103,6.152573546875e-09,0.084597117048821,82,0.084375,82,0.084375
345,44231,6.170430546875e-09,0.08585615016733,82,0.084375,82,0.084375
346,44359,6.188287546875e-09,-0.247712809938294,11,-0.2484375,11,-0.2484375
347,44487,6.206144546875e-09,0.243926326037269,116,0.24375,116,0.24375
348,44615,6.224001546875e-09,0.0597498936124625,76,0.05625,76,0.05625
349,44743,6.241858546875e-09,-0.0692728491468305,49,-0.0703125,49,-0.0703125
350,44871,6.259715546875e-09,0.0857246596604889,82,0.084375,82,0.084375
351,44999,6.277572546875e-09,0.0681612397142898,78,0.065625,78,0.065625
352,45127,6.295429546875e-09,0.220169490932797,110,0.215625,110,0.215625
353,45255,6.313286546875e-09,-0.235513036285775,13,-0.2390625,13,-0.2390625
354,45383,6.331143546875e-09,-0.0613121710177237,50,-0.065625,50,-0.065625
355,45511,6.349000546875e-09,0.0737445623903301,79,0.0703125,79,0.0703125
356,45639,6.366857546875e-09,-0.0888191225239453,45,-0.0890625,45,-0.0890625
357,45767,6.384714546875e-09,0.0695451914934249,78,0.065625,78,0.065625
358,45895,6.402571546875e-09,0.0802436421359626,81,0.0796875,81,0.0796875
359,46023,6.420428546875e-09,-0.206927206780013,19,-0.2109375,19,-0.2109375
360,46151,6.438285546875e-09,0.208738921433336,108,0.20625,108,0.20625
361,46279,6.456142546875e-09,-0.0598145230513928,51,-0.0609375,51,-0.0609375
362,46407,6.473999546875e-09,0.0710034776055975,79,0.0703125,79,0.0703125
363,46535,6.491856546875e-09,0.0864912382390772,82,0.084375,82,0.084375
364,46663,6.509713546875e-09,0.0573253533390844,76,0.05625,76,0.05625
365,46791,6.527570546875e-09,-0.229982560663644,14,-0.234375,14,-0.234375
366,46919,6.545427546875e-09,-0.212110455403296,18,-0.215625,18,-0.215625
367,47047,6.563284546875e-09,0.229185511245878,112,0.225,112,0.225
368,47175,6.581141546875e-09,0.0568509712539237,76,0.05625,76,0.05625
369,47303,6.598998546875e-09,-0.0658107638138873,49,-0.0703125,49,-0.0703125
370,47431,6.616855546875e-09,-0.0735197795836666,48,-0.075,48,-0.075
371,47559,6.634712546875e-09,-0.0622452289624366,50,-0.065625,50,-0.065625
372,47687,6.652569546875e-09,0.218890429276498,110,0.215625,110,0.215625
373,47815,6.670426546875e-09,-0.250417684778555,10,-0.253125,10,-0.253125
374,47943,6.688283546875e-09,0.104374205150741,86,0.103125,86,0.103125
375,48071,6.706140546875e-09,0.065089330008567,77,0.0609375,77,0.0609375
376,48199,6.723997546875e-09,0.23302666121824,113,0.2296875,113,0.2296875
377,48327,6.741854546875e-09,0.0824813655220624,81,0.0796875,81,0.0796875
378,48455,6.759711546875e-09,0.0713359087855861,79,0.0703125,79,0.0703125
379,48583,6.777568546875e-09,0.226683544364664,112,0.225,112,0.225
380,48711,6.795425546875e-09,-0.226240402129134,15,-0.2296875,15,-0.2296875
381,48839,6.813282546875e-09,0.0732715763628667,79,0.0703125,79,0.0703125
382,48967,6.831139546875e-09,-0.077054789934666,47,-0.0796875,47,-0.0796875
383,49095,6.848996546875e-09,-0.0694653222287332,49,-0.0703125,49,-0.0703125
384,49223,6.866853546875e-09,0.0665056439232637,78,0.065625,78,0.065625
385,49351,6.884710546875e-09,-0.0693229135232753,49,-0.0703125,49,-0.0703125
386,49479,6.902567546875e-09,-0.223215627828132,16,-0.225,16,-0.225
387,49607,6.920424546875e-09,-0.0807116650478435,46,-0.084375,46,-0.084375
388,49735,6.938281546875e-09,-0.0767047281379703,47,-0.0796875,47,-0.0796875
389,49863,6.956138546875e-09,0.0812094072097835,81,0.0796875,81,0.0796875
390,49991,6.973995546875e-09,-0.0682403769084634,49,-0.0703125,49,-0.0703125
391,50119,6.991852546875e-09,-0.0680518840695057,49,-0.0703125,49,-0.0703125
392,50247,7.009709546875e-09,0.240602973534734,115,0.2390625,115,0.2390625
393,50375,7.027566546875e-09,0.218994656782351,110,0.215625,110,0.215625
394,50503,7.045423546875e-09,-0.235994289553999,13,-0.2390625,13,-0.2390625
395,50631,7.063280546875e-09,0.0993293959606565,85,0.0984375,85,0.0984375
396,50759,7.081137546875e-09,-0.260712807797058,8,-0.2625,8,-0.2625
397,50887,7.098994546875e-09,-0.0587550221240114,51,-0.0609375,51,-0.0609375
398,51015,7.116851546875e-09,0.217734759617267,110,0.215625,110,0.215625
399,51143,7.134708546875e-09,-0.241446224293435,12,-0.24375,12,-0.24375
400,51271,7.152565546875e-09,0.242702003095556,115,0.2390625,115,0.2390625
401,51399,7.170422546875e-09,0.0835262763518423,81,0.0796875,81,0.0796875
402,51527,7.188279546875e-09,0.0751978343670227,80,0.075,80,0.075
403,51655,7.206136546875e-09,0.213237833163472,109,0.2109375,109,0.2109375
404,51783,7.223993546875e-09,-0.0758572441628733,47,-0.0796875,47,-0.0796875
405,51911,7.241850546875e-09,-0.215622301163224,18,-0.215625,18,-0.215625
406,52039,7.259707546875e-09,0.227831898965303,112,0.225,112,0.225
407,52167,7.277564546875e-09,0.227616944326493,112,0.225,112,0.225
408,52295,7.295421546875e-09,-0.104315692432197,41,-0.1078125,41,-0.1078125
409,52423,7.313278546875e-09,-0.217694777363027,17,-0.2203125,17,-0.2203125
410,52551,7.331135546875e-09,0.0947559481072803,84,0.09375,84,0.09375
411,52679,7.348992546875e-09,-0.11434946540949,39,-0.1171875,39,-0.1171875
412,52807,7.366849546875e-09,-0.052486295785354,52,-0.05625,52,-0.05625
413,52935,7.384706546875e-09,0.237235506652009,114,0.234375,114,0.234375
414,53063,7.402563546875e-09,0.216499145476073,110,0.215625,110,0.215625
415,53191,7.420420546875e-09,0.0844119564477235,82,0.084375,82,0.084375
416,53319,7.438277546875e-09,0.250626833816195,117,0.2484375,117,0.2484375
417,53447,7.456134546875e-09,0.0579760508235193,76,0.05625,76,0.05625
418,53575,7.473991546875e-09,0.253970823020889,118,0.253125,118,0.253125
419,53703,7.491848546875e-09,0.205712391443034,107,0.2015625,107,0.2015625
420,53831,7.509705546875e-09,-0.0661112002429078,49,-0.0703125,49,-0.0703125
421,53959,7.527562546875e-09,0.230011590908014,113,0.2296875,113,0.2296875
422,54087,7.545419546875e-09,0.0757830425145253,80,0.075,80,0.075
423,54215,7.563276546875e-09,0.0796240898794451,80,0.075,80,0.075
424,54343,7.581133546875e-09,-0.100791438440534,42,-0.103125,42,-0.103125
425,54471,7.598990546875e-09,-0.217876436240255,17,-0.2203125,17,-0.2203125
426,54599,7.616847546875e-09,-0.229681428831333,15,-0.2296875,15,-0.2296875
427,54727,7.634704546875e-09,-0.217734152823384,17,-0.2203125,17,-0.2203125
428,54855,7.652561546875e-09,-0.0766520314906348,47,-0.0796875,47,-0.0796875
429,54983,7.670418546875e-09,0.0745509368141871,79,0.0703125,79,0.0703125
430,55111,7.688275546875e-09,-0.198097320484611,21,-0.2015625,21,-0.2015625
431,55239,7.706132546875e-09,0.234604720356202,114,0.234375,114,0.234375
432,55367,7.723989546875e-09,-0.0703352207455553,48,-0.075,48,-0.075
433,55495,7.741846546875e-09,0.243465504957279,115,0.2390625,115,0.2390625
434,55623,7.759703546875e-09,0.0533510933174076,75,0.0515625,75,0.0515625
435,55751,7.777560546875e-09,-0.0672372878901662,49,-0.0703125,49,-0.0703125
436,55879,7.795417546875e-09,-0.227162475945523,15,-0.2296875,15,-0.2296875
437,56007,7.813274546875e-09,-0.0734089308530287,48,-0.075,48,-0.075
438,56135,7.831131546875e-09,0.0793846249069918,80,0.075,80,0.075
439,56263,7.848988546875e-09,-0.0948311970314259,43,-0.0984375,43,-0.0984375
440,56391,7.866845546875e-09,-0.0687061755230915,49,-0.0703125,49,-0.0703125
441,56519,7.884702546875e-09,-0.0856680396565215,45,-0.0890625,45,-0.0890625
442,56647,7.902559546875e-09,-0.201716522380747,20,-0.20625,20,-0.20625
443,56775,7.920416546875e-09,0.238490392273233,114,0.234375,114,0.234375
444,56903,7.938273546875e-09,0.0605791560922045,76,0.05625,76,0.05625
445,57031,7.956130546875e-09,0.0572678726325851,76,0.05625,76,0.05625
446,57159,7.973987546875e-09,-0.201299774567367,21,-0.2015625,21,-0.2015625
447,57287,7.991844546875e-09,0.0826982916456473,81,0.0796875,81,0.0796875
448,57415,8.009701546875e-09,-0.243504731274291,12,-0.24375,12,-0.24375
449,57543,8.027558546875e-09,0.227304392441442,112,0.225,112,0.225
450,57671,8.045415546875e-09,-0.244138941080423,11,-0.2484375,11,-0.2484375
451,57799,8.063272546875e-09,-0.0620669641502849,50,-0.065625,50,-0.065625
452,57927,8.081129546875e-09,0.0971166470082977,84,0.09375,84,0.09375
453,58055,8.098986546875e-09,0.0522451333795658,75,0.0515625,75,0.0515625
454,58183,8.116843546875e-09,-0.0602054065259728,51,-0.0609375,51,-0.0609375
455,58311,8.134700546875e-09,0.0596155155878563,76,0.05625,76,0.05625
456,58439,8.152557546875e-09,-0.227618945169661,15,-0.2296875,15,-0.2296875
457,58567,8.170414546875e-09,-0.236805905842018,13,-0.2390625,13,-0.2390625
458,58695,8.188271546875e-09,-0.0742612524061611,48,-0.075,48,-0.075
459,58823,8.206128546875e-09,-0.236553988275957,13,-0.2390625,13,-0.2390625
460,58951,8.223985546875e-09,0.0847434446777235,82,0.084375,82,0.084375
461,59079,8.241842546875e-09,0.0835341067006855,81,0.0796875,81,0.0796875
462,59207,8.259699546875e-09,0.233220496072639,113,0.2296875,113,0.2296875
463,59335,8.277556546875e-09,0.224802193302291,111,0.2203125,111,0.2203125
464,59463,8.295413546875e-09,-0.220213803068247,17,-0.2203125,17,-0.2203125
465,59591,8.313270546875e-09,-0.0855538270502271,45,-0.0890625,45,-0.0890625
466,59719,8.331127546875e-09,0.0583149893623255,76,0.05625,76,0.05625
467,59847,8.348984546875e-09,-0.0828021114634735,46,-0.084375,46,-0.084375
468,59975,8.366841546875e-09,-0.218455200945039,17,-0.2203125,17,-0.2203125
469,60103,8.384698546875e-09,0.220071648880714,110,0.215625,110,0.215625
470,60231,8.402555546875e-09,0.0743915758735344,79,0.0703125,79,0.0703125
471,60359,8.420412546875e-09,-0.0990156057453977,42,-0.103125,42,-0.103125
472,60487,8.438269546875e-09,-0.0331217639533102,56,-0.0375,56,-0.0375
473,60615,8.456126546875e-09,0.210897312700123,108,0.20625,108,0.20625
474,60743,8.473983546875e-09,0.0662331335717199,78,0.065625,78,0.065625
475,60871,8.491840546875e-09,0.0831906869369867,81,0.0796875,81,0.0796875
476,60999,8.509697546875e-09,-0.245103281958975,11,-0.2484375,11,-0.2484375
477,61127,8.527554546875e-09,0.0848252033014457,82,0.084375,82,0.084375
478,61255,8.545411546875e-09,0.0916420170087724,83,0.0890625,83,0.0890625
479,61383,8.563268546875e-09,0.0411884645536522,72,0.0375,72,0.0375
480,61511,8.581125546875e-09,0.108124421058527,87,0.1078125,87,0.1078125
481,61639,8.598982546875e-09,0.210864337183035,108,0.20625,108,0.20625
482,61767,8.616839546875e-09,0.0952886118114238,84,0.09375,84,0.09375
483,61895,8.634696546875e-09,0.230074950626988,113,0.2296875,113,0.2296875
484,62023,8.652553546875e-09,-0.0984074036596381,43,-0.0984375,43,-0.0984375
485,62151,8.670410546875e-09,0.0762790472543605,80,0.075,80,0.075
486,62279,8.688267546875e-09,-0.232306876190238,14,-0.234375,14,-0.234375
487,62407,8.706124546875e-09,0.0756630245427513,80,0.075,80,0.075
488,62535,8.723981546875e-09,-0.224330291672282,16,-0.225,16,-0.225
489,62663,8.741838546875e-09,-0.23223596160963,14,-0.234375,14,-0.234375
490,62791,8.759695546875e-09,-0.0730515382942715,48,-0.075,48,-0.075
491,62919,8.777552546875e-09,-0.233316430242847,14,-0.234375,14,-0.234375
492,63047,8.795409546875e-09,-0.19861739674225,21,-0.2015625,21,-0.2015625
493,63175,8.813266546875e-09,0.237667030589792,114,0.234375,114,0.234375
494,63303,8.831123546875e-09,-0.0838530687509441,46,-0.084375,46,-0.084375
495,63431,8.848980546875e-09,-0.0766682915304458,47,-0.0796875,47,-0.0796875
496,63559,8.866837546875e-09,-0.219714834359069,17,-0.2203125,17,-0.2203125
497,63687,8.884694546875e-09,-0.230567100127555,14,-0.234375,14,-0.234375
498,63815,8.902551546875e-09,0.06796055880725,78,0.065625,78,0.065625
499,63943,8.920408546875e-09,-0.0873057661859659,45,-0.0890625,45,-0.0890625
500,64071,8.938265546875e-09,-0.233125431085661,14,-0.234375,14,-0.234375
501,64199,8.956122546875e-09,-0.069162305408851,49,-0.0703125,49,-0.0703125
502,64327,8.973979546875e-09,0.233354102670485,113,0.2296875,113,0.2296875
503,64455,8.991836546875e-09,-0.08717637089597,45,-0.0890625,45,-0.0890625
504,64583,9.009693546875e-09,0.0886478776937585,82,0.084375,82,0.084375
505,64711,9.027550546875e-09,-0.0924718304174353,44,-0.09375,44,-0.09375
506,64839,9.045407546875e-09,-0.0677240166014464,49,-0.0703125,49,-0.0703125
507,64967,9.063264546875e-09,0.0659475529662223,78,0.065625,78,0.065625
508,65095,9.081121546875e-09,-0.0710931807652253,48,-0.075,48,-0.075
509,65223,9.098978546875e-09,0.0593743974002719,76,0.05625,76,0.05625
510,65351,9.116835546875e-09,-0.225913086782564,15,-0.2296875,15,-0.2296875
511,65479,9.134692546875e-09,0.217708599770974,110,0.215625,110,0.215625
512,65607,9.152549546875e-09,-0.248217690200092,11,-0.2484375,11,-0.2484375
513,65735,9.170406546875e-09,-0.0612010036951806,50,-0.065625,50,-0.065625
514,65863,9.188263546875e-09,-0.219980686081807,17,-0.2203125,17,-0.2203125
515,65991,9.206120546875e-09,0.227473322158682,112,0.225,112,0.225
516,66119,9.223977546875e-09,0.213975747125117,109,0.2109375,109,0.2109375
517,66247,9.241834546875e-09,-0.241323766669019,12,-0.24375,12,-0.24375
518,66375,9.259691546875e-09,-0.19476636522763,22,-0.196875,22,-0.196875
519,66503,9.277548546875e-09,-0.0934286498921557,44,-0.09375,44,-0.09375
520,66631,9.295405546875e-09,-0.0871490056151328,45,-0.0890625,45,-0.0890625
521,66759,9.313262546875e-09,-0.240601138690592,12,-0.24375,12,-0.24375
522,66887,9.331119546875e-09,0.068799889982685,78,0.065625,78,0.065625
523,67015,9.348976546875e-09,-0.217649540048236,17,-0.2203125,17,-0.2203125
524,67143,9.366833546875e-09,0.0907997810510985,83,0.0890625,83,0.0890625
525,67271,9.384690546875e-09,0.225936791108126,112,0.225,112,0.225
526,67399,9.402547546875e-09,0.215017456022607,109,0.2109375,109,0.2109375
527,67527,9.420404546875e-09,0.228821766576508,112,0.225,112,0.225
528,67655,9.438261546875e-09,-0.08722352825215,45,-0.0890625,45,-0.0890625
529,67783,9.456118546875e-09,-0.060085418934265,51,-0.0609375,51,-0.0609375
530,67911,9.473975546875e-09,-0.113540853712359,39,-0.1171875,39,-0.1171875
531,68039,9.491832546875e-09,0.228520245611404,112,0.225,112,0.225
532,68167,9.509689546875e-09,-0.2515135890253,10,-0.253125,10,-0.253125
533,68295,9.527546546875e-09,-0.21574413896662,17,-0.2203125,17,-0.2203125
534,68423,9.545403546875e-09,0.24342870826743,115,0.2390625,115,0.2390625
535,68551,9.563260546875e-09,-0.104920319011877,41,-0.1078125,41,-0.1078125
536,68679,9.581117546875e-09,-0.220608338282198,16,-0.225,16,-0.225
537,68807,9.598974546875e-09,0.0870872200107728,82,0.084375,82,0.084375
538,68935,9.616831546875e-09,0.0782126987703252,80,0.075,80,0.075
539,69063,9.634688546875e-09,-0.241636067323826,12,-0.24375,12,-0.24375
540,69191,9.652545546875e-09,0.0850270349126052,82,0.084375,82,0.084375
541,69319,9.670402546875e-09,-0.0711838799726934,48,-0.075,48,-0.075
542,69447,9.688259546875e-09,0.228947149979541,112,0.225,112,0.225
543,69575,9.706116546875e-09,0.215191198944193,109,0.2109375,109,0.2109375
544,69703,9.723973546875e-09,-0.0708748642270214,48,-0.075,48,-0.075
545,69831,9.741830546875e-09,0.255634298008071,118,0.253125,118,0.253125
546,69959,9.759687546875e-09,0.200864866694186,106,0.196875,106,0.196875
547,70087,9.777544546875e-09,0.076720086369276,80,0.075,80,0.075
548,70215,9.795401546875e-09,0.0561185948996544,75,0.0515625,75,0.0515625
549,70343,9.813258546875e-09,-0.224376376617021,16,-0.225,16,-0.225
550,70471,9.831115546875e-09,-0.0839831125380577,46,-0.084375,46,-0.084375
551,70599,9.848972546875e-09,-0.0881333921937461,45,-0.0890625,45,-0.0890625
552,70727,9.866829546875e-09,0.0825552068392445,81,0.0796875,81,0.0796875
553,70855,9.884686546875e-09,0.0777493812955065,80,0.075,80,0.075
554,70983,9.902543546875e-09,-0.221530880398125,16,-0.225,16,-0.225
555,71111,9.920400546875e-09,0.0848614917689421,82,0.084375,82,0.084375
556,71239,9.938257546875e-09,-0.0831155423422636,46,-0.084375,46,-0.084375
557,71367,9.956114546875e-09,-0.0595596794510517,51,-0.0609375,51,-0.0609375
558,71495,9.973971546875e-09,0.0666145929147186,78,0.065625,78,0.065625
559,71623,9.991828546875e-09,0.238725105988394,114,0.234375,114,0.234375
560,71751,1.0009685546875e-08,-0.0657292695482491,49,-0.0703125,49,-0.0703125
561,71879,1.0027542546875e-08,0.232347513577556,113,0.2296875,113,0.2296875
562,72007,1.0045399546875e-08,0.215239140697274,109,0.2109375,109,0.2109375
563,72135,1.0063256546875e-08,0.061501372363529,77,0.0609375,77,0.0609375
564,72263,1.0081113546875e-08,-0.247252226776971,11,-0.2484375,11,-0.2484375
565,72391,1.0098970546875e-08,-0.0445393573032246,54,-0.046875,54,-0.046875
566,72519,1.0116827546875e-08,0.212501358661736,109,0.2109375,109,0.2109375
567,72647,1.0134684546875e-08,0.220455936229593,111,0.2203125,111,0.2203125
568,72775,1.0152541546875e-08,0.0851978087645211,82,0.084375,82,0.084375
569,72903,1.0170398546875e-08,0.229281585377474,112,0.225,112,0.225
570,73031,1.0188255546875e-08,-0.224491803948787,16,-0.225,16,-0.225
571,73159,1.0206112546875e-08,0.0793760012785363,80,0.075,80,0.075
572,73287,1.0223969546875e-08,-0.0980843032450681,43,-0.0984375,43,-0.0984375
573,73415,1.0241826546875e-08,0.268026478289262,121,0.2671875,121,0.2671875
574,73543,1.0259683546875e-08,0.204318954426829,107,0.2015625,107,0.2015625
575,73671,1.0277540546875e-08,0.244594987701244,116,0.24375,116,0.24375
576,73799,1.0295397546875e-08,0.0847054729767199,82,0.084375,82,0.084375
577,73927,1.0313254546875e-08,-0.0792638713889327,47,-0.0796875,47,-0.0796875
578,74055,1.0331111546875e-08,-0.228291095925904,15,-0.2296875,15,-0.2296875
579,74183,1.0348968546875e-08,0.0681224415660034,78,0.065625,78,0.065625
580,74311,1.0366825546875e-08,-0.0782205772722811,47,-0.0796875,47,-0.0796875
581,74439,1.0384682546875e-08,-0.067122830135488,49,-0.0703125,49,-0.0703125
582,74567,1.0402539546875e-08,-0.064512846171939,50,-0.065625,50,-0.065625
583,74695,1.0420396546875e-08,0.0684545938248663,78,0.065625,78,0.065625
584,74823,1.0438253546875e-08,-0.218003646146846,17,-0.2203125,17,-0.2203125
585,74951,1.0456110546875e-08,-0.069005667156018,49,-0.0703125,49,-0.0703125
586,75079,1.0473967546875e-08,0.0850663476206034,82,0.084375,82,0.084375
587,75207,1.0491824546875e-08,0.0819985886936229,81,0.0796875,81,0.0796875
588,75335,1.0509681546875e-08,0.222784198659518,111,0.2203125,111,0.2203125
589,75463,1.0527538546875e-08,-0.0592913037331433,51,-0.0609375,51,-0.0609375
590,75591,1.0545395546875e-08,0.218243378109656,110,0.215625,110,0.215625
591,75719,1.0563252546875e-08,-0.210692447730772,19,-0.2109375,19,-0.2109375
592,75847,1.0581109546875e-08,0.202477835446937,107,0.2015625,107,0.2015625
593,75975,1.0598966546875e-08,-0.0712950520605611,48,-0.075,48,-0.075
594,76103,1.0616823546875e-08,0.234071359107399,113,0.2296875,113,0.2296875
595,76231,1.0634680546875e-08,0.0722347593172648,79,0.0703125,79,0.0703125
596,76359,1.0652537546875e-08,0.231196239887993,113,0.2296875,113,0.2296875
597,76487,1.0670394546875e-08,-0.0659188521295598,49,-0.0703125,49,-0.0703125
598,76615,1.0688251546875e-08,0.219385650837025,110,0.215625,110,0.215625
599,76743,1.0706108546875e-08,-0.234623368403755,13,-0.2390625,13,-0.2390625
600,76871,1.0723965546875e-08,-0.0710573692689105,48,-0.075,48,-0.075
601,76999,1.0741822546875e-08,-0.22933362433395,15,-0.2296875,15,-0.2296875
602,77127,1.0759679546875e-08,-0.0621540885341057,50,-0.065625,50,-0.065625
603,77255,1.0777536546875e-08,-0.241737924352648,12,-0.24375,12,-0.24375
604,77383,1.0795393546875e-08,0.242109269294469,115,0.2390625,115,0.2390625
605,77511,1.0813250546875e-08,-0.216348405320908,17,-0.2203125,17,-0.2203125
606,77639,1.0831107546875e-08,0.255019334002177,118,0.253125,118,0.253125
607,77767,1.0848964546875e-08,-0.254812846991107,9,-0.2578125,9,-0.2578125
608,77895,1.0866821546875e-08,-0.0541831588313033,52,-0.05625,52,-0.05625
609,78023,1.0884678546875e-08,0.0636422857700913,77,0.0609375,77,0.0609375
610,78151,1.0902535546875e-08,-0.236037451214733,13,-0.2390625,13,-0.2390625
611,78279,1.0920392546875e-08,-0.221476033385992,16,-0.225,16,-0.225
612,78407,1.0938249546875e-08,-0.226383516586173,15,-0.2296875,15,-0.2296875
613,78535,1.0956106546875e-08,0.0732125063171603,79,0.0703125,79,0.0703125
614,78663,1.0973963546875e-08,-0.250259517717953,10,-0.253125,10,-0.253125
615,78791,1.0991820546875e-08,-0.203635620597927,20,-0.20625,20,-0.20625
616,78919,1.1009677546875e-08,-0.238237689249309,13,-0.2390625,13,-0.2390625
617,79047,1.1027534546875e-08,0.102331581155014,85,0.0984375,85,0.0984375
618,79175,1.1045391546875e-08,0.0626782573204761,77,0.0609375,77,0.0609375
619,79303,1.1063248546875e-08,-0.0695589026796265,49,-0.0703125,49,-0.0703125
620,79431,1.1081105546875e-08,0.0778358181486811,80,0.075,80,0.075
621,79559,1.1098962546875e-08,-0.224749874238805,16,-0.225,16,-0.225
622,79687,1.1116819546875e-08,0.0595203020466746,76,0.05625,76,0.05625
623,79815,1.1134676546875e-08,-0.225294814820246,15,-0.2296875,15,-0.2296875
624,79943,1.1152533546875e-08,0.0371975608464346,71,0.0328125,71,0.0328125
625,80071,1.1170390546875e-08,-0.207826599405924,19,-0.2109375,19,-0.2109375
626,80199,1.1188247546875e-08,0.0791569350772787,80,0.075,80,0.075
627,80327,1.1206104546875e-08,0.079319614538311,80,0.075,80,0.075
628,80455,1.1223961546875e-08,0.205141437867137,107,0.2015625,107,0.2015625
629,80583,1.1241818546875e-08,-0.219414301400776,17,-0.2203125,17,-0.2203125
630,80711,1.1259675546875e-08,-0.0887201335508821,45,-0.0890625,45,-0.0890625
631,80839,1.1277532546875e-08,-0.223147697573142,16,-0.225,16,-0.225
632,80967,1.1295389546875e-08,-0.249125959341961,10,-0.253125,10,-0.253125
633,81095,1.1313246546875e-08,-0.235943096027493,13,-0.2390625,13,-0.2390625
634,81223,1.1331103546875e-08,-0.235039770512599,13,-0.2390625,13,-0.2390625
635,81351,1.1348960546875e-08,-0.214429825121396,18,-0.215625,18,-0.215625
636,81479,1.1366817546875e-08,0.0730409927059088,79,0.0703125,79,0.0703125
637,81607,1.1384674546875e-08,-0.069512129647003,49,-0.0703125,49,-0.0703125
638,81735,1.1402531546875e-08,0.0904324850592208,83,0.0890625,83,0.0890625
639,81863,1.1420388546875e-08,0.0584559384469993,76,0.05625,76,0.05625
640,81991,1.1438245546875e-08,-0.240589580241756,12,-0.24375,12,-0.24375
641,82119,1.1456102546875e-08,-0.0697220164515619,49,-0.0703125,49,-0.0703125
642,82247,1.1473959546875e-08,-0.243497474609754,12,-0.24375,12,-0.24375
643,82375,1.1491816546875e-08,-0.241215523980924,12,-0.24375,12,-0.24375
644,82503,1.1509673546875e-08,-0.245401331684607,11,-0.2484375,11,-0.2484375
645,82631,1.1527530546875e-08,0.073353458172989,79,0.0703125,79,0.0703125
646,82759,1.1545387546875e-08,-0.0912552143604149,44,-0.09375,44,-0.09375
647,82887,1.1563244546875e-08,-0.193105353111945,22,-0.196875,22,-0.196875
648,83015,1.1581101546875e-08,0.220746880981562,111,0.2203125,111,0.2203125
649,83143,1.1598958546875e-08,0.07582895751974,80,0.075,80,0.075
650,83271,1.1616815546875e-08,0.199931582424151,106,0.196875,106,0.196875
651,83399,1.1634672546875e-08,-0.230143792526638,14,-0.234375,14,-0.234375
652,83527,1.1652529546875e-08,-0.0883379854637032,45,-0.0890625,45,-0.0890625
653,83655,1.1670386546875e-08,-0.225084986069884,15,-0.2296875,15,-0.2296875
654,83783,1.1688243546875e-08,0.0442219591566428,73,0.0421875,73,0.0421875
655,83911,1.1706100546875e-08,-0.0720186774317576,48,-0.075,48,-0.075
656,84039,1.1723957546875e-08,0.066892250464161,78,0.065625,78,0.065625
657,84167,1.1741814546875e-08,0.0823005956215655,81,0.0796875,81,0.0796875
658,84295,1.1759671546875e-08,0.0627350705093891,77,0.0609375,77,0.0609375
659,84423,1.1777528546875e-08,-0.227390296909251,15,-0.2296875,15,-0.2296875
660,84551,1.1795385546875e-08,0.0613459486352484,77,0.0609375,77,0.0609375
661,84679,1.1813242546875e-08,0.0729160424335396,79,0.0703125,79,0.0703125
662,84807,1.1831099546875e-08,-0.233120721668154,14,-0.234375,14,-0.234375
663,84935,1.1848956546875e-08,0.246611059731078,116,0.24375,116,0.24375
664,85063,1.1866813546875e-08,-0.115027108564468,39,-0.1171875,39,-0.1171875
665,85191,1.1884670546875e-08,-0.207808994973908,19,-0.2109375,19,-0.2109375
666,85319,1.1902527546875e-08,0.221321359431644,111,0.2203125,111,0.2203125
667,85447,1.1920384546875e-08,-0.243296237394085,12,-0.24375,12,-0.24375
668,85575,1.1938241546875e-08,0.0882638945217723,82,0.084375,82,0.084375
669,85703,1.1956098546875e-08,-0.240699403412912,12,-0.24375,12,-0.24375
670,85831,1.1973955546875e-08,0.0947553136723525,84,0.09375,84,0.09375
671,85959,1.1991812546875e-08,0.0504586664641659,74,0.046875,74,0.046875
672,86087,1.2009669546875e-08,-0.0818864024262178,46,-0.084375,46,-0.084375
673,86215,1.2027526546875e-08,-0.0590320089131134,51,-0.0609375,51,-0.0609375
674,86343,1.2045383546875e-08,0.214007051387304,109,0.2109375,109,0.2109375
675,86471,1.2063240546875e-08,0.0672141932957343,78,0.065625,78,0.065625
676,86599,1.2081097546875e-08,-0.252457776999619,10,-0.253125,10,-0.253125
677,86727,1.2098954546875e-08,-0.071665865893237,48,-0.075,48,-0.075
678,86855,1.2116811546875e-08,-0.237530399699261,13,-0.2390625,13,-0.2390625
679,86983,1.2134668546875e-08,-0.231771806454364,14,-0.234375,14,-0.234375
680,87111,1.2152525546875e-08,0.0760946118575635,80,0.075,80,0.075
681,87239,1.2170382546875e-08,0.22943291283394,112,0.225,112,0.225
682,87367,1.2188239546875e-08,0.22757843497618,112,0.225,112,0.225
683,87495,1.2206096546875e-08,0.101452953204669,85,0.0984375,85,0.0984375
684,87623,1.2223953546875e-08,0.239354607051077,115,0.2390625,115,0.2390625
685,87751,1.2241810546875e-08,0.194058666909633,105,0.1921875,105,0.1921875
686,87879,1.2259667546875e-08,0.231766386765908,113,0.2296875,113,0.2296875
687,88007,1.2277524546875e-08,-0.263765032872128,7,-0.2671875,7,-0.2671875
688,88135,1.2295381546875e-08,-0.0596931318213624,51,-0.0609375,51,-0.0609375
689,88263,1.2313238546875e-08,0.0870488052296927,82,0.084375,82,0.084375
